1	1	d_mel	X	12645900	12646449	1
2	1	d_mel	X	12647858	12648604	1
3	2	d_mel	2R	1944862	1947063	-1
4	3	d_mel	3R	7066588	7066713	-1
5	3	d_mel	3R	7065763	7066534	-1
6	4	d_mel	2R	18492768	18493172	-1
7	4	d_mel	2R	18490231	18492683	-1
8	4	d_mel	2R	18489794	18490173	-1
9	4	d_mel	2R	18489453	18489731	-1
10	4	d_mel	2R	18489035	18489320	-1
11	4	d_mel	2R	18488718	18488875	-1
12	4	d_mel	2R	18487910	18488652	-1
13	4	d_mel	2R	18488718	18488869	-1
14	4	d_mel	2R	18488301	18488652	-1
15	5	d_mel	2L	17473490	17474773	1
16	5	d_mel	2L	17471603	17471852	1
17	5	d_mel	2L	17473561	17474773	1
18	6	d_mel	X	6905390	6905441	1
19	6	d_mel	X	6905527	6905789	1
20	6	d_mel	X	6905851	6906170	1
21	6	d_mel	X	6905523	6905789	1
22	7	d_mel	3R	26954950	26956388	-1
23	7	d_mel	3R	26953687	26954890	-1
24	7	d_mel	3R	26954950	26956143	-1
25	7	d_mel	3R	26954950	26956103	-1
26	8	d_mel	3R	18215502	18215795	1
27	8	d_mel	3R	18216916	18217028	1
28	8	d_mel	3R	18217091	18217585	1
29	8	d_mel	3R	18217642	18218071	1
30	8	d_mel	3R	18216452	18216651	1
31	8	d_mel	3R	18215702	18215924	1
32	9	d_mel	3R	4501910	4502335	-1
33	9	d_mel	3R	4501295	4501654	-1
34	9	d_mel	3R	4501005	4501239	-1
35	10	d_mel	3R	20653558	20653691	-1
36	10	d_mel	3R	20653054	20653346	-1
37	10	d_mel	3R	20652880	20652993	-1
38	10	d_mel	3R	20652387	20652821	-1
39	11	d_mel	X	15957774	15957851	1
40	11	d_mel	X	15957914	15958142	1
41	11	d_mel	X	15959435	15959732	1
42	11	d_mel	X	15960400	15960840	1
43	11	d_mel	X	15961657	15961832	1
44	11	d_mel	X	15962748	15962961	1
45	11	d_mel	X	15963024	15963348	1
46	11	d_mel	X	15963406	15963530	1
47	11	d_mel	X	15963597	15964337	1
48	12	d_mel	3R	19651074	19651629	-1
49	13	d_mel	2R	4345214	4345397	-1
50	13	d_mel	2R	4343786	4345151	-1
51	13	d_mel	2R	4343577	4343720	-1
52	13	d_mel	2R	4343414	4343514	-1
53	14	d_mel	X	11240262	11242033	-1
54	14	d_mel	X	11238836	11240195	-1
55	14	d_mel	X	11238539	11240195	-1
56	15	d_mel	X	11463919	11464359	-1
57	15	d_mel	X	11461076	11463319	-1
58	15	d_mel	X	11458767	11461011	-1
59	15	d_mel	X	11456833	11458638	-1
60	16	d_mel	X	8013388	8015180	-1
61	16	d_mel	X	8013115	8013325	-1
62	17	d_mel	2L	11171229	11171665	-1
63	18	d_mel	2L	3703659	3703812	1
64	18	d_mel	2L	3703866	3704253	1
65	19	d_mel	3L	19549860	19550302	-1
66	19	d_mel	3L	19549321	19549658	-1
67	19	d_mel	3L	19548633	19549137	-1
68	20	d_mel	2R	9338091	9338503	1
69	20	d_mel	2R	9338595	9339380	1
70	20	d_mel	2R	9339433	9339531	1
71	20	d_mel	2R	9339827	9340240	1
72	20	d_mel	2R	9340296	9340535	1
73	20	d_mel	2R	9340594	9340898	1
74	20	d_mel	2R	9340296	9340511	1
75	20	d_mel	2R	9340296	9340505	1
76	21	d_mel	2R	18108188	18108410	-1
77	21	d_mel	2R	18107903	18108132	-1
78	21	d_mel	2R	18107535	18107849	-1
79	21	d_mel	2R	18106630	18107471	-1
80	21	d_mel	2R	18106261	18106571	-1
81	21	d_mel	2R	18105961	18106202	-1
82	22	d_mel	3R	12958384	12959183	1
83	22	d_mel	3R	12959249	12959441	1
84	23	d_mel	3L	20340991	20341042	-1
85	23	d_mel	3L	20340713	20340933	-1
86	23	d_mel	3L	20340452	20340658	-1
87	23	d_mel	3L	20340208	20340389	-1
88	23	d_mel	3L	20340035	20340154	-1
89	23	d_mel	3L	20339344	20339975	-1
90	23	d_mel	3L	20338836	20339274	-1
91	24	d_mel	2R	19152523	19153057	-1
92	24	d_mel	2R	19151792	19152466	-1
93	25	d_mel	X	19638464	19638714	1
94	25	d_mel	X	19638788	19639780	1
95	26	d_mel	2R	18942997	18943196	1
96	26	d_mel	2R	18944932	18945156	1
97	26	d_mel	2R	18946578	18946816	1
98	26	d_mel	2R	18946875	18947519	1
99	26	d_mel	2R	18947579	18947780	1
100	26	d_mel	2R	18947839	18949072	1
101	26	d_mel	2R	18942997	18943102	1
102	26	d_mel	2R	18945771	18945988	1
103	27	d_mel	2R	13431937	13432125	1
104	27	d_mel	2R	13432327	13432550	1
105	27	d_mel	2R	13431695	13432125	1
106	28	d_mel	3L	20369342	20369701	1
107	28	d_mel	3L	20371531	20371748	1
108	28	d_mel	3L	20371812	20371915	1
109	28	d_mel	3L	20371982	20372179	1
110	28	d_mel	3L	20372412	20372948	1
111	28	d_mel	3L	20373011	20373269	1
112	28	d_mel	3L	20373335	20373448	1
113	28	d_mel	3L	20373513	20373599	1
114	28	d_mel	3L	20373670	20373753	1
115	28	d_mel	3L	20373815	20374057	1
116	28	d_mel	3L	20374122	20374392	1
117	28	d_mel	3L	20374647	20374821	1
118	28	d_mel	3L	20374892	20375498	1
119	28	d_mel	3L	20370842	20370939	1
120	28	d_mel	3L	20374668	20374821	1
121	29	d_mel	3R	21656442	21656636	-1
122	30	d_mel	3R	11089274	11089666	1
123	30	d_mel	3R	11090075	11090264	1
124	30	d_mel	3R	11090327	11090677	1
125	30	d_mel	3R	11090741	11090975	1
126	31	d_mel	3L	9709903	9709975	1
127	32	d_mel	3R	13359841	13360309	-1
128	32	d_mel	3R	13359345	13359779	-1
129	32	d_mel	3R	13358982	13359052	-1
130	32	d_mel	3R	13358047	13358921	-1
131	32	d_mel	3R	13359725	13359779	-1
132	32	d_mel	3R	13359345	13359663	-1
133	33	d_mel	2R	19900012	19900265	-1
134	33	d_mel	2R	19899791	19899956	-1
135	33	d_mel	2R	19898446	19898538	-1
136	33	d_mel	2R	19896224	19898306	-1
137	33	d_mel	2R	19895357	19895668	-1
138	33	d_mel	2R	19895133	19895289	-1
139	33	d_mel	2R	19894984	19895069	-1
140	33	d_mel	2R	19894788	19894923	-1
141	33	d_mel	2R	19894539	19894723	-1
142	33	d_mel	2R	19893917	19894477	-1
143	33	d_mel	2R	19892945	19893805	-1
144	33	d_mel	2R	19892784	19892889	-1
145	33	d_mel	2R	19892546	19892727	-1
146	33	d_mel	2R	19892312	19892386	-1
147	33	d_mel	2R	19891480	19891646	-1
148	33	d_mel	2R	19891299	19891413	-1
149	33	d_mel	2R	19890995	19891234	-1
150	33	d_mel	2R	19890571	19890939	-1
151	33	d_mel	2R	19890251	19890507	-1
152	33	d_mel	2R	19889974	19890185	-1
153	33	d_mel	2R	19889784	19889923	-1
154	33	d_mel	2R	19889532	19889724	-1
155	33	d_mel	2R	19888481	19889473	-1
156	33	d_mel	2R	19888120	19888421	-1
157	33	d_mel	2R	19887885	19888066	-1
158	33	d_mel	2R	19887654	19887823	-1
159	33	d_mel	2R	19887459	19887599	-1
160	33	d_mel	2R	19887218	19887403	-1
161	33	d_mel	2R	19886922	19887159	-1
162	33	d_mel	2R	19886267	19886848	-1
163	33	d_mel	2R	19885490	19886190	-1
164	33	d_mel	2R	19885295	19885427	-1
165	33	d_mel	2R	19883581	19885232	-1
